115000, 0.00369, 0.02
116000, 0.00368, 0.02
117000, 0.00373, 0.02
118000, 0.00363, 0.02
119000, 0.00363, 0.02
120000, 0.00363, 0.02
121000, 0.00364, 0.02
122000, 0.00374, 0.02
123000, 0.00357, 0.02
124000, 0.00370, 0.02
125000, 0.00354, 0.02
126000, 0.00352, 0.02
127000, 0.00364, 0.02
128000, 0.00356, 0.02
129000, 0.00344, 0.02
130000, 0.00347, 0.02
131000, 0.00358, 0.02
132000, 0.00352, 0.02
133000, 0.00353, 0.02
134000, 0.00358, 0.02
135000, 0.00349, 0.02
136000, 0.00347, 0.02
137000, 0.00358, 0.02
138000, 0.00347, 0.02
139000, 0.00337, 0.02
140000, 0.00342, 0.02
141000, 0.00341, 0.02
142000, 0.00329, 0.02
143000, 0.00346, 0.02
144000, 0.00340, 0.02
145000, 0.00333, 0.02
146000, 0.00333, 0.02
147000, 0.00339, 0.02
148000, 0.00338, 0.02
149000, 0.00331, 0.02
150000, 0.00342, 0.02
151000, 0.00328, 0.02
152000, 0.00331, 0.02
153000, 0.00333, 0.02
154000, 0.00333, 0.02
155000, 0.00327, 0.02
156000, 0.00338, 0.02
157000, 0.00324, 0.02
158000, 0.00328, 0.02
159000, 0.00324, 0.02
160000, 0.00317, 0.02
161000, 0.00318, 0.02
162000, 0.00326, 0.02
163000, 0.00326, 0.02
164000, 0.00310, 0.02
165000, 0.00318, 0.02
166000, 0.00315, 0.02
167000, 0.00314, 0.02
168000, 0.00323, 0.02
169000, 0.00316, 0.02
170000, 0.00313, 0.02
171000, 0.00315, 0.02
172000, 0.00314, 0.02
173000, 0.00307, 0.02
174000, 0.00310, 0.02
175000, 0.00308, 0.02
176000, 0.00311, 0.02
177000, 0.00310, 0.02
178000, 0.00302, 0.02
179000, 0.00305, 0.02
180000, 0.00309, 0.02
181000, 0.00304, 0.02
182000, 0.00304, 0.02
183000, 0.00309, 0.02
184000, 0.00294, 0.02
185000, 0.00295, 0.02
186000, 0.00297, 0.02
187000, 0.00296, 0.02
188000, 0.00301, 0.02
189000, 0.00295, 0.02
190000, 0.00298, 0.02
191000, 0.00294, 0.02
192000, 0.00299, 0.02
193000, 0.00293, 0.02
194000, 0.00289, 0.02
195000, 0.00295, 0.02
196000, 0.00294, 0.02
197000, 0.00287, 0.02
198000, 0.00295, 0.02
199000, 0.00289, 0.02
200000, 0.00288, 0.02
201000, 0.00285, 0.02
202000, 0.00286, 0.02
203000, 0.00291, 0.02
204000, 0.00294, 0.02
